Paper ID,Student Name,Age,Class,Phone Number,Subject,Correct Marks,Exam Date,Score (%),Grade,GPA
P30002,Allison Black,19,Class A,0196189533,Science,5,2024-03-26,12.50,E,0.0
P30003,Brandon Burnett,19,Class G,0143538453,Geography,8,2024-05-05,20.00,E,0.0
P30004,Erika Henry,25,Class E,0125612471,Physics,26,2024-11-13,65.00,B,3.0
P30005,Brett Woodard,20,Class D,0184284562,Physics,29,2024-02-10,72.50,B+,3.3
P30101,Matthew Adams,24,Class F,0143734390,English,15,2024-06-12,37.50,E,0.0
P30102,Christopher Howard,18,Class B,0172589158,English,14,2024-09-14,35.00,E,0.0
P30103,Kevin Sanders,23,Class D,0137614952,History,23,2024-05-01,57.50,C+,2.3
P30104,Craig Aguilar,25,Class H,0123134279,Science,29,2024-02-27,72.50,B+,3.3
P30105,Judith Tucker,22,Class D,0128871720,Geography,37,2024-05-11,92.50,A-,3.7
P30201,Lisa Ramirez,18,Class F,0143461711,Physics,27,2024-09-18,67.50,B,3.0
P30202,Marc Ray,20,Class F,0107317668,Physics,35,2024-05-23,87.50,A-,3.7
P30203,Laura Graham,18,Class A,0105771741,History,2,2024-04-04,5.00,E,0.0
P30204,Paul Owen,22,Class H,0156498956,Science,22,2024-05-17,55.00,C+,2.3
P30205,Tammy Mitchell,22,Class D,0185752571,Math,4,2024-08-29,10.00,E,0.0
P30301,Mr. Richard Grimes,19,Class D,0152835560,Math,29,2024-09-12,72.50,B+,3.3
P30302,Dawn Ellison,25,Class F,0172412596,English,31,2024-08-16,77.50,B+,3.3
P30303,Maria Walker,19,Class B,0139460476,History,8,2024-11-21,20.00,E,0.0
P30304,Monica Mcgee,19,Class E,0183293854,History,22,2024-08-01,55.00,C+,2.3
P30305,Steven Hernandez MD,18,Class B,0133203976,Math,6,2024-10-13,15.00,E,0.0
P30401,Jasmine Howe,20,Class A,0176454332,Geography,11,2024-03-08,27.50,E,0.0
P30402,John Olson,24,Class I,0153525475,Geography,2,2024-12-04,5.00,E,0.0
P30403,Alexis Warren,23,Class G,0113267208,Math,15,2024-03-14,37.50,E,0.0
P30404,Brianna Soto,24,Class C,0181503984,History,29,2024-12-09,72.50,B+,3.3
P30405,Lynn Blankenship,19,Class B,0101033057,Physics,0,2024-02-20,0.00,E,0.0
P30501,Austin Hull,22,Class C,0127596696,Biology,10,2024-08-30,25.00,E,0.0
P30502,Trevor Adkins,25,Class G,0173327076,Chemistry,25,2024-01-01,62.50,B-,2.7
P30503,Mackenzie Meyers,20,Class A,0159472112,English,1,2024-10-05,2.50,E,0.0
P30504,Jonathan Hunter,20,Class B,0126079161,Science,2,2024-11-18,5.00,E,0.0
P30505,Benjamin Carlson,21,Class D,0148252837,Science,6,2024-07-13,15.00,E,0.0
P30601,Jennifer Patel,20,Class E,0152610662,History,25,2024-01-14,62.50,B-,2.7
P30602,Bonnie Cameron,24,Class B,0169959520,English,14,2024-07-23,35.00,E,0.0
P30603,Scott Morgan,19,Class F,0117566649,Science,21,2024-02-12,52.50,C,2.0
P30604,Peter Lindsey,24,Class A,0154587842,Physics,38,2024-04-11,95.00,A-,3.7
P30605,Angela Ray,21,Class F,0109379848,Chemistry,17,2024-05-01,42.50,D,1.0
P30701,Linda Armstrong,18,Class D,0153757506,History,33,2024-04-17,82.50,A-,3.7
P30702,William Johns,21,Class E,0193041242,Math,0,2024-01-07,0.00,E,0.0
P30703,Joshua Campbell,24,Class F,0157798464,Biology,33,2024-01-10,82.50,A-,3.7
P30704,Maria Wheeler,18,Class B,0117336005,Physics,37,2024-06-15,92.50,A-,3.7
P30705,Julia Williams,23,Class I,0154189946,History,39,2024-01-02,97.50,A-,3.7
P30801,Patricia Ruiz,22,Class C,0114561013,English,18,2024-01-01,45.00,D+,1.3
P30802,Sara Yang,22,Class E,0183914545,Math,20,2024-03-17,50.00,C,2.0
P30803,Daniel Chen,21,Class J,0119841652,English,6,2024-04-20,15.00,E,0.0
P30804,Kyle Harris,23,Class H,0114088997,Math,25,2024-02-06,62.50,B-,2.7
P30805,Elizabeth Munoz,23,Class A,0162279951,Science,19,2024-12-12,47.50,C-,1.7
P30901,Cody Stein,22,Class B,0175130744,Physics,30,2024-12-01,75.00,B+,3.3
P30902,John Huffman,24,Class C,0141729944,Science,19,2024-02-24,47.50,C-,1.7
P30903,Jennifer Johnson,21,Class I,0176687974,Biology,11,2024-03-12,27.50,E,0.0
P30904,Allison Lyons,23,Class H,0174235326,History,24,2024-01-10,60.00,B-,2.7
P30905,Joel Nichols,18,Class E,0102236156,Geography,16,2024-08-17,40.00,D,1.0
P31001,Haley Cooke,22,Class I,0132801791,Science,32,2024-04-13,80.00,A-,3.7
P31002,Sarah Hansen,22,Class G,0109327854,Math,13,2024-01-25,32.50,E,0.0
P31003,Tammy Wallace,20,Class H,0163378416,Chemistry,3,2024-03-05,7.50,E,0.0
P31004,James Mcgee,22,Class H,0186073350,Biology,8,2024-04-11,20.00,E,0.0
P31005,Adam Mcneil,23,Class D,0108161551,History,1,2024-01-25,2.50,E,0.0
P31101,Michele Vargas,19,Class I,0131004812,Science,38,2024-03-09,95.00,A-,3.7
P31102,Ryan Davis,21,Class I,0155759207,Chemistry,13,2024-01-08,32.50,E,0.0
P31103,Carlos Mcintyre,25,Class C,0171290881,Geography,28,2024-01-01,70.00,B+,3.3
P31104,Crystal Villarreal,22,Class B,0159609800,History,4,2024-04-20,10.00,E,0.0
P31105,William Miller,22,Class I,0121054465,Physics,16,2024-07-08,40.00,D,1.0
P31201,John Blankenship,24,Class H,0178515046,Geography,2,2024-08-30,5.00,E,0.0
P31202,David Johnson,20,Class G,0177084744,Chemistry,39,2024-08-28,97.50,A-,3.7
P31203,Tony Simmons,25,Class G,0177763127,Physics,14,2024-07-08,35.00,E,0.0
P31204,Stephen Lee,18,Class A,0134609894,English,0,2024-03-11,0.00,E,0.0
P31205,Thomas Dean,25,Class I,0166260536,Science,4,2024-10-12,10.00,E,0.0
P31301,Michael Johnson,19,Class F,0117262539,English,33,2024-06-29,82.50,A-,3.7
P31302,Jennifer Murphy,19,Class C,0154453976,History,6,2024-11-25,15.00,E,0.0
P31303,Katrina Gillespie,21,Class E,0166129403,Geography,15,2024-12-15,37.50,E,0.0
P31304,Christopher Lynch Jr.,23,Class A,0159343819,Science,26,2024-03-12,65.00,B,3.0
P31305,Carrie Wilson,18,Class J,0108874148,English,22,2024-12-10,55.00,C+,2.3
P31401,Bradley Kelly,25,Class A,0127080570,Science,38,2024-07-04,95.00,A-,3.7
P31402,John Hudson,23,Class I,0105823800,Biology,31,2024-02-08,77.50,B+,3.3
P31403,Carolyn Swanson,18,Class B,0162862933,History,1,2024-07-31,2.50,E,0.0
P31404,Samuel Hood,25,Class D,0134121790,Chemistry,1,2024-10-07,2.50,E,0.0
P31405,Joseph Castaneda,21,Class H,0115477227,Geography,34,2024-12-07,85.00,A-,3.7
P31501,Nancy Johnson,23,Class H,0187033310,Geography,40,2024-08-12,100.00,A-,3.7
P31502,Joe Browning,24,Class B,0193322681,Geography,39,2024-05-08,97.50,A-,3.7
P31503,Brandi Arroyo,25,Class F,0119881912,Geography,13,2024-03-27,32.50,E,0.0
P31504,Tiffany Lopez,24,Class D,0129475603,Math,33,2024-03-14,82.50,A-,3.7
P31505,Brett Velasquez,24,Class F,0118171937,Physics,28,2024-04-28,70.00,B+,3.3
P31601,Anne Wright,19,Class G,0172969996,Math,0,2024-10-21,0.00,E,0.0
P31602,Alicia Johnson,24,Class J,0129434164,Science,40,2024-06-03,100.00,A-,3.7
P31603,Shane Horne,19,Class C,0139945167,Science,31,2024-02-10,77.50,B+,3.3
P31604,Taylor Pennington,23,Class G,0188426225,Chemistry,5,2024-03-16,12.50,E,0.0
P31605,Eric Lambert,23,Class F,0107600650,History,8,2024-10-10,20.00,E,0.0
P31701,Christopher Johnson,21,Class I,0177293983,History,21,2024-03-03,52.50,C,2.0
P31702,Andrew King,25,Class E,0164799373,History,13,2024-06-28,32.50,E,0.0
P31703,Nicole Smith,23,Class E,0189430053,Biology,27,2024-03-18,67.50,B,3.0
P31704,Steven Anthony,21,Class J,0192395721,Biology,9,2024-05-12,22.50,E,0.0
P31705,Jeffrey Cooper,20,Class F,0136052548,Geography,38,2024-09-28,95.00,A-,3.7
P31801,Kimberly Johnson,24,Class E,0173103322,Geography,37,2024-09-25,92.50,A-,3.7
P31802,Melissa Lopez,25,Class I,0141885672,Chemistry,31,2024-09-14,77.50,B+,3.3
P31803,Brian Rivera,22,Class I,0112418080,Physics,4,2024-09-01,10.00,E,0.0
P31804,Anthony West,22,Class J,0109877007,Physics,33,2024-04-25,82.50,A-,3.7
P31805,Marilyn Simmons,23,Class E,0166698078,History,5,2024-06-21,12.50,E,0.0
P31901,Tiffany Bradshaw,24,Class B,0179925754,Biology,34,2024-01-31,85.00,A-,3.7
P31902,Kelly Martinez,22,Class H,0115144622,History,15,2024-05-06,37.50,E,0.0
P31903,Pamela Murillo,18,Class B,0102476170,Biology,13,2024-05-04,32.50,E,0.0
P31904,Zachary Davis,24,Class F,0162731298,Geography,31,2024-10-02,77.50,B+,3.3
P31905,Katherine Jones,24,Class J,0173784450,English,15,2024-12-24,37.50,E,0.0
P32001,Alexandra Butler,22,Class A,0102056765,Physics,17,2024-11-12,42.50,D,1.0
P32002,Robert Levine,24,Class E,0124385672,Math,27,2024-03-17,67.50,B,3.0
P32003,Timothy Hickman PhD,22,Class G,0144910784,Chemistry,37,2024-06-17,92.50,A-,3.7
P32004,Julia Boyd,23,Class C,0169913407,Math,37,2024-07-07,92.50,A-,3.7
P32005,Wanda Larsen MD,25,Class E,0112684562,Chemistry,25,2024-02-20,62.50,B-,2.7
P32101,Terry Phillips,18,Class C,0195469816,History,37,2024-04-12,92.50,A-,3.7
P32102,Kristin Russell,22,Class B,0176497725,Physics,10,2024-01-26,25.00,E,0.0
P32103,Michael Santiago,25,Class A,0131356341,English,3,2024-04-14,7.50,E,0.0
P32104,Wayne Wright,19,Class J,0138026472,Geography,16,2024-03-25,40.00,D,1.0
P32105,Andrea Garcia,18,Class G,0172565571,Biology,15,2024-01-17,37.50,E,0.0
P32201,Mike Bryant,23,Class E,0149359192,Math,15,2024-09-07,37.50,E,0.0
P32202,Christopher Mcclure,20,Class G,0142354968,Math,11,2024-07-16,27.50,E,0.0
P32203,Wanda Mendoza,22,Class I,0153010823,Physics,28,2024-06-15,70.00,B+,3.3
P32204,Russell White,22,Class F,0136705798,English,12,2024-06-07,30.00,E,0.0
P32205,Michael Bass,18,Class I,0117298978,Science,23,2024-04-16,57.50,C+,2.3
P32301,Danielle Krueger,21,Class I,0113329895,Chemistry,14,2024-04-04,35.00,E,0.0
P32302,Valerie Scott,21,Class B,0172781398,Geography,15,2024-07-21,37.50,E,0.0
P32303,Joshua Green,21,Class E,0134868699,History,18,2024-08-03,45.00,D+,1.3
P32304,Karen Tanner,19,Class G,0103839046,Math,26,2024-01-22,65.00,B,3.0
P32305,Laura Smith,24,Class H,0156894217,Physics,37,2024-11-01,92.50,A-,3.7
P32401,Barbara Hayes,20,Class J,0111296229,Geography,20,2024-02-13,50.00,C,2.0
P32402,Pamela Lopez,24,Class E,0138361896,Science,12,2024-07-22,30.00,E,0.0
P32403,Kristie Sandoval,19,Class B,0179909732,History,4,2024-08-07,10.00,E,0.0
P32404,Theresa Chang,20,Class F,0107009437,English,4,2024-05-21,10.00,E,0.0
P32405,Larry Myers,20,Class I,0156774675,Science,20,2024-05-27,50.00,C,2.0
P32501,Jordan Myers,22,Class A,0141861100,History,5,2024-05-16,12.50,E,0.0
P32502,David Coleman Jr.,18,Class C,0187230387,Chemistry,27,2024-01-15,67.50,B,3.0
P32503,Adrian Peck,18,Class G,0189136835,Chemistry,36,2024-04-15,90.00,A-,3.7
P32504,Jacob Warren,21,Class J,0185603968,Science,3,2024-05-02,7.50,E,0.0
P32505,Nancy Barry,19,Class J,0142758005,Science,13,2024-07-03,32.50,E,0.0
P32601,Danny Alvarez,21,Class G,0108591986,Biology,33,2024-07-22,82.50,A-,3.7
P32602,Brian Gonzalez,25,Class I,0114949427,Math,2,2024-11-20,5.00,E,0.0
P32603,Stephanie Patrick,18,Class G,0157019994,Chemistry,26,2024-07-22,65.00,B,3.0
P32604,Jonathan Perry,25,Class B,0186131850,Geography,1,2024-10-21,2.50,E,0.0
P32605,John Hurst,18,Class I,0185294261,Chemistry,8,2024-07-23,20.00,E,0.0
P32701,Tyler Murray,23,Class J,0138428819,English,35,2024-07-28,87.50,A-,3.7
P32702,Samantha Gallagher,20,Class E,0175673163,History,21,2024-02-02,52.50,C,2.0
P32703,Cynthia Campbell,21,Class E,0122801439,Math,11,2024-07-20,27.50,E,0.0
P32704,Linda Poole,25,Class I,0161178281,Chemistry,7,2024-03-17,17.50,E,0.0
P32705,Kirsten Smith,25,Class A,0108069633,History,1,2024-12-24,2.50,E,0.0
P32801,Andrew Cummings,18,Class H,0161212117,Biology,32,2024-11-12,80.00,A-,3.7
P32802,Tracy Reed,25,Class I,0104726046,Chemistry,33,2024-02-26,82.50,A-,3.7
P32803,Jared Harrison,23,Class D,0126908465,Physics,28,2024-04-02,70.00,B+,3.3
P32804,Colin Watson,19,Class E,0136742452,Biology,27,2024-07-04,67.50,B,3.0
P32805,Calvin Kline,22,Class G,0148319448,Physics,28,2024-09-18,70.00,B+,3.3
P32901,Garrett Powell,22,Class D,0198591679,English,39,2024-03-12,97.50,A-,3.7
P32902,Anthony Fitzgerald,18,Class A,0114036653,English,40,2024-01-12,100.00,A-,3.7
P32903,Ashley Peterson,20,Class J,0113386019,Math,32,2024-10-18,80.00,A-,3.7
P32904,Bryan Roberts,23,Class G,0173428283,Math,27,2024-08-21,67.50,B,3.0
P32905,Brady Walsh,23,Class C,0137170529,English,14,2024-09-21,35.00,E,0.0
P33001,Teresa Fuentes,18,Class A,0113608620,Physics,2,2024-09-18,5.00,E,0.0
P33002,Donald Johnston,22,Class J,0196165673,English,26,2024-12-15,65.00,B,3.0
P33003,Ronald Myers,22,Class G,0101005045,Biology,39,2024-05-07,97.50,A-,3.7
P33004,Mitchell Mitchell,21,Class B,0177341533,Science,16,2024-10-30,40.00,D,1.0
P33005,Michael Floyd,18,Class C,0129063945,Math,6,2024-12-05,15.00,E,0.0
P33101,Nicholas Marshall,18,Class I,0179949675,Biology,39,2024-04-08,97.50,A-,3.7
P33102,Mrs. Amy Carpenter,25,Class A,0158125420,Geography,15,2024-09-04,37.50,E,0.0
P33103,Alyssa Cain,24,Class D,0184785742,Biology,20,2024-10-10,50.00,C,2.0
P33104,Robert Lynch,23,Class F,0185026101,English,12,2024-07-02,30.00,E,0.0
P33105,Charles Medina,22,Class J,0105561201,History,29,2024-10-16,72.50,B+,3.3
P33201,Melissa Williams,22,Class E,0131435882,Chemistry,20,2024-02-02,50.00,C,2.0
P33202,Michael Silva,23,Class C,0166314413,Math,39,2024-11-13,97.50,A-,3.7
P33203,Mark Jackson,22,Class D,0128052296,Chemistry,37,2024-02-02,92.50,A-,3.7
P33204,Leah Peterson,25,Class I,0172865130,Chemistry,32,2024-07-14,80.00,A-,3.7
P33205,Jessica Wright,18,Class I,0154698615,English,32,2024-06-16,80.00,A-,3.7
P33301,Brooke Wise,24,Class F,0156086633,Math,30,2024-11-16,75.00,B+,3.3
P33302,Matthew Cannon,20,Class B,0164461948,English,22,2024-07-28,55.00,C+,2.3
P33303,James Vazquez,24,Class H,0128161909,History,39,2024-12-24,97.50,A-,3.7
P33304,Donald White,20,Class H,0181160400,Science,0,2024-08-31,0.00,E,0.0
P33305,Megan Henson,25,Class H,0177413517,Geography,6,2024-12-03,15.00,E,0.0
P33401,Shelly Garcia,20,Class A,0161373064,History,4,2024-08-06,10.00,E,0.0
P33402,Jacob Jackson,24,Class D,0142710408,Biology,25,2024-05-03,62.50,B-,2.7
P33403,Kelsey Bryan,23,Class I,0139595855,English,25,2024-09-13,62.50,B-,2.7
P33404,Christopher Adams,18,Class C,0173618832,Science,29,2024-10-15,72.50,B+,3.3
P33405,Andre Bennett,24,Class G,0154830839,English,40,2024-10-25,100.00,A-,3.7
P33501,Stacy Floyd,25,Class I,0105750408,Science,10,2024-01-07,25.00,E,0.0
P33502,Kathleen Wilson,23,Class I,0197236137,Physics,33,2024-07-15,82.50,A-,3.7
P33503,Randy Green,22,Class E,0165004818,Chemistry,6,2024-02-23,15.00,E,0.0
P33504,Richard Hansen,18,Class D,0139925991,Chemistry,1,2024-04-27,2.50,E,0.0
P33505,Crystal Lopez,25,Class D,0104608442,Geography,3,2024-08-23,7.50,E,0.0
P33601,Justin Sanford,22,Class B,0116401325,Science,2,2024-08-19,5.00,E,0.0
P33602,Stephanie Gibson,24,Class H,0116323288,Math,14,2024-06-20,35.00,E,0.0
P33603,Brandon Johnson,24,Class J,0171791779,Geography,31,2024-07-05,77.50,B+,3.3
P33604,Vanessa Parrish,18,Class E,0194053899,English,40,2024-07-17,100.00,A-,3.7
P33605,Megan Ayala,21,Class C,0137827386,History,1,2024-05-25,2.50,E,0.0
P33701,Paul Turner,22,Class D,0119871742,Chemistry,14,2024-06-24,35.00,E,0.0
P33702,Kathy Chambers,22,Class G,0141791736,Math,8,2024-11-10,20.00,E,0.0
P33703,Paul Ward,20,Class B,0127373426,Physics,25,2024-04-17,62.50,B-,2.7
P33704,Alicia Franklin,24,Class A,0154180570,History,10,2024-06-30,25.00,E,0.0
P33705,Mary Walker,24,Class F,0127843572,Math,37,2024-04-11,92.50,A-,3.7
P33801,Anthony Gardner,18,Class F,0167498831,Chemistry,32,2024-11-26,80.00,A-,3.7
P33802,Jeremy Russo,22,Class F,0196493696,History,0,2024-11-06,0.00,E,0.0
P33803,Joe Baker,25,Class J,0192697493,Science,30,2024-11-23,75.00,B+,3.3
P33804,Justin Lester,20,Class F,0112514001,Science,36,2024-04-22,90.00,A-,3.7
P33805,Dana Henderson,24,Class I,0186551794,Chemistry,12,2024-10-19,30.00,E,0.0
P33901,Wendy Tran,18,Class J,0167270014,Science,8,2024-01-26,20.00,E,0.0
P33902,Eric Martinez,23,Class G,0116196805,History,35,2024-09-30,87.50,A-,3.7
P33903,Daniel Griffin,24,Class A,0121615333,English,34,2024-07-03,85.00,A-,3.7
P33904,Heather Ruiz,23,Class F,0173335241,English,11,2024-11-07,27.50,E,0.0
P33905,Levi Phillips,25,Class H,0108793707,Science,22,2024-08-04,55.00,C+,2.3
P34001,Stephen Nguyen,23,Class A,0151029970,Math,4,2024-05-20,10.00,E,0.0
P34002,Paula Moore,19,Class F,0144076778,English,10,2024-11-26,25.00,E,0.0
P34003,Alice Matthews,23,Class F,0162120837,Chemistry,20,2024-12-14,50.00,C,2.0
P34004,Anthony Howard,24,Class F,0169055764,Physics,8,2024-03-23,20.00,E,0.0
P34005,Carlos Villegas,20,Class D,0138668438,Biology,23,2024-12-10,57.50,C+,2.3
P34101,James Gates,18,Class B,0166349524,Science,11,2024-12-25,27.50,E,0.0
P34102,Julie Finley,20,Class E,0138472909,History,31,2024-09-10,77.50,B+,3.3
P34103,Christina Costa,24,Class E,0173663049,Science,17,2024-06-25,42.50,D,1.0
P34104,Mary Price,23,Class H,0167065565,History,5,2024-09-11,12.50,E,0.0
P34105,Heidi Jones,18,Class E,0129796131,Science,16,2024-05-13,40.00,D,1.0
P34201,Nicholas Franklin,19,Class E,0172694760,English,13,2024-05-30,32.50,E,0.0
P34202,Ashley Murray,20,Class I,0121781090,Science,37,2024-05-30,92.50,A-,3.7
P34203,Alex King,22,Class B,0132251157,English,36,2024-04-02,90.00,A-,3.7
P34204,George Nguyen,21,Class I,0148088052,History,8,2024-01-08,20.00,E,0.0
P34205,Michael Lindsey,22,Class E,0188964191,Geography,36,2024-09-24,90.00,A-,3.7
P34301,Alice Trujillo,22,Class E,0113229737,Math,36,2024-09-23,90.00,A-,3.7
P34302,Timothy Morris,20,Class C,0119865973,Physics,8,2024-03-08,20.00,E,0.0
P34303,Mr. Michael Ford,19,Class I,0146383003,Physics,16,2024-05-26,40.00,D,1.0
P34304,Jessica Haley,22,Class D,0149476572,Biology,31,2024-03-01,77.50,B+,3.3
P34305,Cheryl Young,23,Class D,0172838430,History,35,2024-09-20,87.50,A-,3.7
P34401,Gina Hester,22,Class E,0105172171,Physics,23,2024-06-25,57.50,C+,2.3
P34402,Renee Smith,22,Class B,0189116009,Chemistry,17,2024-12-20,42.50,D,1.0
P34403,Stephanie Gonzales,21,Class D,0115146114,History,0,2024-03-29,0.00,E,0.0
P34404,Matthew Martin,18,Class J,0138366510,Biology,36,2024-01-13,90.00,A-,3.7
P34405,Natasha Hopkins,25,Class B,0177312333,History,15,2024-11-28,37.50,E,0.0
P34501,Rhonda Vincent,18,Class D,0156341792,English,40,2024-05-03,100.00,A-,3.7
P34502,David Hamilton,20,Class H,0101979928,History,16,2024-02-29,40.00,D,1.0
P34503,Robert Brooks,23,Class J,0125280187,Chemistry,20,2024-10-28,50.00,C,2.0
P34504,Nicole Melendez,25,Class H,0124000040,Chemistry,24,2024-07-31,60.00,B-,2.7
P34505,Eddie Carrillo,21,Class J,0161988728,Math,17,2024-04-11,42.50,D,1.0
P34601,Leslie Terry,20,Class F,0191858111,Chemistry,17,2024-10-27,42.50,D,1.0
P34602,Marcus Hodge,19,Class J,0149824041,Geography,17,2024-11-06,42.50,D,1.0
P34603,Kara Fisher,24,Class G,0195095880,Biology,19,2024-04-15,47.50,C-,1.7
P34604,Sarah Daugherty,24,Class F,0194504139,Science,17,2024-04-19,42.50,D,1.0
P34605,Jonathan Smith,21,Class B,0163406527,History,32,2024-08-21,80.00,A-,3.7
P34701,Jeffery Coleman,18,Class J,0124765121,History,14,2024-03-07,35.00,E,0.0
P34702,Angela Carroll,21,Class B,0102525681,English,15,2024-04-01,37.50,E,0.0
P34703,Brandi Spence DVM,25,Class G,0162250866,History,5,2024-06-18,12.50,E,0.0
P34704,Melissa Gibson,19,Class B,0135472297,Math,27,2024-07-31,67.50,B,3.0
P34705,Kenneth Watkins,18,Class J,0162677956,Math,29,2024-07-26,72.50,B+,3.3
P34801,Sarah Martin,20,Class A,0117370331,Science,17,2024-06-04,42.50,D,1.0
P34802,Lori Lewis,18,Class I,0148161967,Chemistry,17,2024-10-09,42.50,D,1.0
P34803,Isaac Anderson,19,Class G,0144248484,Geography,21,2024-10-15,52.50,C,2.0
P34804,Mr. Jeffrey Smith MD,25,Class D,0127096340,Math,6,2024-02-03,15.00,E,0.0
P34805,Michael Walsh,22,Class A,0172900166,Physics,21,2024-05-20,52.50,C,2.0
P34901,Mrs. Donna Hall,20,Class C,0142497954,Biology,30,2024-04-26,75.00,B+,3.3
P34902,Dr. Jimmy Morton,23,Class E,0173929461,Chemistry,27,2024-11-26,67.50,B,3.0
P34903,Kristen Anderson,25,Class E,0165043350,Biology,17,2024-04-10,42.50,D,1.0
P34904,Katherine Hess,19,Class E,0146236610,Math,3,2024-06-26,7.50,E,0.0
P34905,Samantha Kemp,19,Class A,0162621112,Biology,25,2024-04-23,62.50,B-,2.7
P35001,Diana Davila,25,Class J,0123449626,Math,26,2024-08-13,65.00,B,3.0
P35002,Amy Griffin,18,Class B,0168709311,Science,21,2024-07-21,52.50,C,2.0
P35003,Aaron Duncan,23,Class I,0125420934,Geography,33,2024-09-12,82.50,A-,3.7
P35004,Tracy Mitchell,18,Class F,0141399585,Geography,39,2024-02-16,97.50,A-,3.7
P35005,Frank Cardenas,19,Class J,0111992960,History,20,2024-04-09,50.00,C,2.0
P35101,Dominique Owens,23,Class I,0154419171,Geography,4,2024-11-17,10.00,E,0.0
P35102,Rebecca Brown,23,Class A,0199427884,Science,21,2024-05-13,52.50,C,2.0
P35103,Deborah Schmidt,25,Class H,0137885626,Biology,9,2024-05-24,22.50,E,0.0
P35104,Catherine Spears,19,Class J,0159111491,Chemistry,35,2024-02-21,87.50,A-,3.7
P35105,Lisa Johnson,23,Class A,0108566490,English,37,2024-01-21,92.50,A-,3.7
P35201,Nicole Hood,22,Class F,0165538466,History,38,2024-07-15,95.00,A-,3.7
P35202,Bonnie Edwards,19,Class G,0174273938,Math,9,2024-06-21,22.50,E,0.0
P35203,Sheri Nguyen,21,Class B,0132386886,History,13,2024-01-07,32.50,E,0.0
P35204,Deanna Wyatt,25,Class E,0153024468,Physics,33,2024-08-18,82.50,A-,3.7
P35205,Katherine Thompson,18,Class H,0107981376,Biology,17,2024-06-04,42.50,D,1.0
P35301,Kenneth Rogers,25,Class A,0119225149,History,8,2024-10-01,20.00,E,0.0
P35302,Jennifer Foster,25,Class I,0121887655,Science,4,2024-03-20,10.00,E,0.0
P35303,Karen Garcia,22,Class D,0171406415,Science,29,2024-10-14,72.50,B+,3.3
P35304,Kimberly Holmes,24,Class A,0133147814,Math,0,2024-06-08,0.00,E,0.0
P35305,Deborah Wallace,25,Class C,0133821731,English,33,2024-07-27,82.50,A-,3.7
P35401,Ashley Luna,24,Class D,0137070154,English,1,2024-10-22,2.50,E,0.0
P35402,Abigail Schroeder,18,Class H,0129523125,Science,11,2024-07-13,27.50,E,0.0
P35403,James Garcia,18,Class G,0133082640,Math,0,2024-09-03,0.00,E,0.0
P35404,Christina Rollins,24,Class C,0176388796,Chemistry,0,2024-05-12,0.00,E,0.0
P35405,Renee Morales,19,Class F,0158949982,Geography,10,2024-09-17,25.00,E,0.0
P35501,Lisa Nguyen,23,Class B,0145698437,Physics,40,2024-12-02,100.00,A-,3.7
P35502,Stephanie Sweeney,23,Class E,0129293724,Science,7,2024-04-18,17.50,E,0.0
P35503,Cathy Cain,20,Class C,0125923895,Physics,6,2024-04-22,15.00,E,0.0
P35504,Bobby Peterson,23,Class I,0161391532,History,4,2024-09-29,10.00,E,0.0
P35505,Logan Avery,20,Class I,0122056043,Physics,24,2024-09-26,60.00,B-,2.7
P35601,Jacqueline Nicholson,25,Class J,0132616853,Geography,1,2024-03-18,2.50,E,0.0
P35602,Jennifer Branch,23,Class J,0191148603,Science,20,2024-03-13,50.00,C,2.0
P35603,Victoria Phillips,24,Class E,0141826523,Science,26,2024-07-21,65.00,B,3.0
P35604,Jamie Jensen,23,Class E,0161080726,Chemistry,6,2024-02-05,15.00,E,0.0
P35605,Renee Davis,18,Class I,0108390562,Biology,35,2024-01-06,87.50,A-,3.7
P35701,Samuel Robles,19,Class H,0199320874,Geography,32,2024-01-06,80.00,A-,3.7
P35702,Heather Bentley,25,Class A,0142658633,Science,19,2024-07-20,47.50,C-,1.7
P35703,Sabrina Ho,24,Class I,0104488853,Chemistry,16,2024-10-01,40.00,D,1.0
P35704,Russell Thompson,25,Class C,0194932874,Physics,30,2024-08-17,75.00,B+,3.3
P35705,Phillip Cox,22,Class A,0173233460,Biology,30,2024-05-23,75.00,B+,3.3
P35801,Sarah Hale,24,Class A,0171837976,English,10,2024-09-30,25.00,E,0.0
P35802,Shawn Green,23,Class J,0101945607,Science,34,2024-03-03,85.00,A-,3.7
P35803,Diane Fuller,21,Class F,0116536594,Geography,32,2024-04-29,80.00,A-,3.7
P35804,Steven Douglas,21,Class C,0145941763,English,23,2024-11-06,57.50,C+,2.3
P35805,Marissa Velazquez,23,Class F,0126956739,English,37,2024-04-18,92.50,A-,3.7
P35901,Jesse Ruiz,20,Class F,0119200782,Geography,25,2024-05-10,62.50,B-,2.7
P35902,Mary Dean,21,Class H,0173209238,Chemistry,22,2024-10-17,55.00,C+,2.3
P35903,Sara Miller,25,Class E,0157920994,Biology,21,2024-03-23,52.50,C,2.0
P35904,James Mendoza,19,Class A,0129411611,Chemistry,30,2024-03-12,75.00,B+,3.3
P35905,Ronald Velez,22,Class D,0179279882,Chemistry,0,2024-11-10,0.00,E,0.0
P36001,Destiny Johnson,21,Class G,0138370954,Biology,19,2024-02-14,47.50,C-,1.7
