PaperID,StudentName,PhoneNum,Subject,Marks,InvigilatorName,ExamDate,ExamType
P22404,Stacie Johnson,001-760-278-1024,Physics,30,Edward Green,2024-02-06,Final
P22405,Thomas Palmer,532-949-9431x7087,English,88,Joanna Murray,2024-06-03,Quiz
P22501,Jonathan Figueroa,305-371-3937x723,Science,97,Paul Moore,2024-04-16,Final
P22502,Chase Grant,001-338-468-1957x84263,History,77,Susan Pratt,2024-11-04,Midterm
P22503,Kim Smith,+1-778-882-7346,Physics,6,John Robinson,2024-06-28,Final
P22504,Philip Bell,538-202-6783,Science,37,Megan Wilson,2024-11-12,Midterm
P22505,James Lopez,938-587-3658x6478,Biology,67,Nicholas Weeks,2024-11-09,Final
P22601,Brian Adams,744-182-8936x35268,History,10,Dr. Tonya Ryan,2024-05-22,Quiz
P22602,Mrs. Tracy Foster,+1-470-912-7707x334,Math,81,Robert Hickman,2024-01-29,Final
P22603,Aaron Baker,853-268-7457,Biology,62,Patricia Crawford,2024-02-15,Midterm
P22604,Yesenia Wilson,023.100.6952x1527,Math,64,Toni Huang,2024-06-03,Practice
P22605,Steven Murray,317.108.9839x0634,Science,93,Dana Harrison,2024-04-01,Quiz
P22701,Kristin Travis,001-245-453-4483x758,Geography,55,Philip Lewis,2024-12-11,Midterm
P22702,Mrs. Crystal Jackson,+1-575-774-3711x170,Chemistry,51,Christina Khan,2024-05-29,Practice
P22703,Derek Gallegos,+1-577-374-0854x934,Science,3,Natasha Hall,2024-09-16,Practice
P22704,Kimberly Johnson,722-852-7913x89018,Science,38,Michael Gomez,2024-03-30,Midterm
P22705,Michael Saunders,700-545-8528x5605,Science,75,Jamie Schwartz,2024-11-09,Final
P22801,Sherry Nelson,237.046.0494x08240,Chemistry,63,Laura Davies,2024-12-18,Quiz
P22802,Leah Chapman,+1-250-127-9798x1922,English,9,Kelly Bright,2024-04-01,Final
P22803,Steven Lawrence Jr.,(477)740-7900,Physics,59,Kevin Jones,2024-02-26,Practice
P22804,Austin Figueroa,+1-430-861-2651x3736,Math,60,Brooke Jordan,2024-06-08,Practice
P22805,Diana Reed,(674)121-8260,Science,15,Julie Smith,2024-03-29,Final
P22901,David Butler,733-556-0532,History,96,Jared Long,2024-08-01,Midterm
P22902,Laura Nelson,772.479.0760,Math,72,Cynthia Bowers,2024-04-03,Practice
P22903,Andrew Morgan,001-408-909-0165x97395,Geography,13,Tamara English,2024-06-01,Midterm
P22904,Charles Parks,+1-175-116-9530x65953,History,18,Jesus Cunningham,2024-01-31,Final
P22905,Chad Pineda,964-156-3079x0318,Science,53,Paul Lewis,2024-08-15,Midterm
P23001,Angela Stephens,+1-311-352-9690x693,Biology,12,Jennifer White,2024-10-29,Quiz
P23002,Madison Porter,+1-415-199-5548x301,History,72,Melanie Carter,2024-07-23,Midterm
P23003,Sabrina Pacheco,+1-018-866-4596x66936,Biology,83,Mr. Christopher Ross,2024-08-02,Quiz
P23004,Brian Ritter,134.597.8257x656,Geography,69,Riley Burgess,2024-07-09,Midterm
P23005,Jason Wilson,431-500-2030x490,Chemistry,15,Troy Oliver,2024-11-10,Practice
P23101,Katherine Bautista,136-086-4105x623,Science,97,Natasha Weiss,2024-09-19,Final
P23102,Michael Johnson,059-937-6377,Chemistry,17,Susan Miller,2024-01-22,Midterm
P23103,Daniel Ellison,001-964-484-8123x19708,English,53,Jennifer Nixon,2024-04-16,Midterm
P23104,Riley Buck,086.760.3888x36649,Physics,24,Julie Brewer,2024-08-27,Final
P23105,Thomas Phillips MD,8383196817,Physics,76,Jimmy Chen,2024-06-11,Final
P23201,Ryan Martinez,001-505-269-6090x747,Physics,43,Thomas Gallegos,2024-03-21,Final
P23202,Jonathan Hill,742-455-8128x0994,Math,88,Matthew Taylor,2024-09-04,Practice
P23203,Rachel Johnson,(519)555-7440x094,Science,11,Allison Stanley,2024-09-16,Midterm
P23204,Jeffrey Buck,506-860-3057x7913,Math,75,Toni Morgan,2024-07-29,Final
P23205,Brooke Obrien,001-995-234-0791,Chemistry,49,Kyle Smith,2024-05-20,Practice
P23301,Daniel Chavez,223.204.7089,English,69,Kaitlyn Jones,2024-01-16,Practice
P23302,Ashley Taylor,+1-693-129-9765x759,Science,86,Lisa Smith MD,2024-09-05,Final
P23303,Amy Davenport,+1-821-017-2678x1430,Math,26,Erica Lambert,2024-07-29,Midterm
P23304,James Moyer,001-384-487-1939x7597,Geography,26,Eric Munoz,2024-08-11,Midterm
P23305,Brandon Berg,274-747-1865x5621,Math,31,Michael Hernandez,2024-02-18,Midterm
P23401,Gina Bailey,(514)103-3729x78514,Chemistry,11,Laura Cunningham,2024-07-07,Final
P23402,Selena Rasmussen,001-378-695-3082,Science,55,Elizabeth Peterson,2024-01-17,Quiz
P23403,Lauren Perkins,487-206-5255x00241,Geography,13,Michelle Jones,2024-02-13,Final
P23404,Levi Wallace,(070)372-6941x803,Biology,7,Brianna Lopez,2024-09-01,Midterm
P23405,Jennifer Davidson,(338)479-2279,Chemistry,58,Jennifer Williams,2024-07-14,Practice
P23501,Kristen Pierce,612-480-0623x83299,English,30,Anthony Perry,2024-01-27,Final
P23502,David Hicks,501.904.0984x835,English,82,Justin Arellano,2024-01-01,Practice
P23503,Luis Irwin,001-267-827-2309x1432,Physics,65,Jason Garza,2024-11-23,Midterm
P23504,Ms. Lindsay Knight,182-972-2253x18872,Physics,90,Isaiah Ford,2024-01-22,Midterm
P23505,Levi Williams,001-136-836-7194x747,Chemistry,23,Laura Mueller,2024-11-20,Midterm
P23601,Alan Banks,(799)773-2248x63873,Chemistry,31,Jason Foster,2024-02-09,Midterm
P23602,Jesse Ball MD,001-475-483-2203x93842,Science,79,Carl Castaneda,2024-10-27,Midterm
P23603,Jonathan Wilson,(402)710-2920,History,92,Jerome Martin,2024-01-19,Final
P23604,Daniel Williams,729-586-1953x90550,History,40,Jennifer Davis,2024-11-03,Final
P23605,Patricia Howard,385.002.6182x45270,Biology,95,Kayla Bell,2024-04-18,Practice
P23701,Walter Jones,297-535-9404x2419,Biology,29,Oscar Haynes,2024-08-03,Final
P23702,Whitney Adams,556.774.3068x9561,Biology,31,Jason Mitchell,2024-03-01,Practice
P23703,Eric Rogers,001-565-878-5846x33588,Science,86,Andrew Sharp,2024-03-19,Quiz
P23704,Christopher Scott,523.368.6638x6074,Chemistry,11,Aaron Keller,2024-06-11,Practice
P23705,Robert Sherman,764.770.6670x1498,Math,66,Jeanette Gallagher,2024-06-07,Practice
P23801,Jimmy Robles,306.371.3307,Math,10,Dr. James Austin,2024-01-21,Final
P23802,Alexander Rangel,126.453.6264,History,87,Donald Fisher,2024-01-12,Midterm
P23803,Carrie King,471.187.0172,Math,15,Mary Lawson,2024-11-01,Practice
P23804,Scott Carlson,585.279.8506x379,Biology,4,Thomas Scott,2024-08-17,Midterm
P23805,Karen Espinoza,315.267.4677x41357,Biology,26,Dawn Miller,2024-05-03,Midterm
P23901,Stephen Carter,+1-865-209-8985x008,Chemistry,8,Joshua Hobbs,2024-05-28,Final
P23902,David Graham,649-242-6324x6644,Geography,16,Richard Brown,2024-07-26,Midterm
P23903,Jessica Ramos,+1-077-074-8852x153,History,24,Tiffany Davis,2024-09-04,Quiz
P23904,Susan Harding,(540)590-4702,Physics,94,Carla Miller,2024-01-16,Midterm
P23905,Alexa Sanchez,568-444-2962x691,Chemistry,98,Larry Fuller,2024-07-24,Practice
P24001,Jeffrey Hines,110-779-7803x45847,Geography,12,Courtney Thomas,2024-07-19,Midterm
P24002,Dr. Joseph Scott III,(105)278-7242x951,Chemistry,11,Jeffrey Lewis,2024-08-27,Final
P24003,Jason Johnson,(425)458-2757x18734,English,12,Amanda Vasquez,2024-01-19,Final
P24004,William Howe DDS,025.404.6414,Biology,36,Eric Miller,2024-04-19,Practice
P24005,Timothy Hardin,8686091636,Biology,74,Mr. Walter Garcia,2024-07-06,Final
P24101,Jessica Baker,(089)289-5581,English,86,Melissa Price,2024-11-01,Midterm
P24102,Shelby Campos,+1-378-743-5793,History,26,Lisa Diaz,2024-01-25,Midterm
P24103,Kimberly Ponce,(584)396-6030,Geography,61,Steven Faulkner,2024-10-17,Midterm
P24104,Nancy Morales,001-767-227-1580x91600,Chemistry,0,Kimberly Smith,2024-03-11,Final
P24105,Charles Williams,904.794.7743x20554,Science,44,Susan Davis,2024-04-30,Final
P24201,Lisa Brooks,594-859-5430,Physics,4,Steven Clark,2024-10-18,Final
P24202,Jacqueline King,+1-731-131-4879x236,Physics,63,Carol Kerr,2024-04-09,Final
P24203,Kenneth Cook,(073)346-0988x184,History,87,William Peterson,2024-04-01,Practice
P24204,Timothy Page,2351235015,Physics,3,Sherry Marquez,2024-08-22,Practice
P24205,Trevor Prince,774-594-5944x01895,History,16,Roger Nichols,2024-02-15,Practice
P24301,Robert Taylor,297-191-5617x5868,Geography,83,David Duarte,2024-09-30,Midterm
P24302,Richard Thompson,523-684-5768x42057,History,78,Tammy Ferguson,2024-06-22,Practice
P24303,Stephanie Bruce,385.966.5747x484,Physics,81,Daniel Barber,2024-07-30,Practice
P24304,Jasmine Phillips,+1-052-735-8076x44962,Math,4,Melissa Jarvis,2024-04-30,Midterm
P24305,Samuel Bradford,+1-075-241-8122,Math,7,Brad Williams,2024-07-26,Midterm
P24401,Chase Santiago,392.284.3741x325,English,67,Derek Bright Jr.,2024-12-10,Quiz
P24402,Ashley Bell,310-380-2102x5346,Physics,21,Michael Taylor,2024-05-23,Midterm
P24403,Robin Vargas,001-963-004-3374,Biology,34,Brandon Molina,2024-08-19,Midterm
P24404,Nicholas Frank,001-621-134-9101,History,6,Melissa Strong,2024-06-22,Final
P24405,Phillip Smith,+1-058-795-8440x1738,Biology,94,Dana Villegas,2024-03-28,Practice
P24501,Joseph Burns,(323)193-1578x6962,Physics,50,Rebecca Buchanan,2024-01-07,Final
P24502,Steven Salazar,001-121-811-2021,Science,30,Olivia Campbell,2024-01-24,Midterm
P24503,Bryan Johnson,(930)497-4254,Geography,14,Javier Jones,2024-02-29,Quiz
P24504,Douglas Dunlap,(826)392-3137,Physics,61,Daniel Douglas,2024-03-16,Midterm
P24505,Edward Carney,001-878-727-8381x067,History,99,Tammy Owens,2024-12-12,Quiz
P24601,Bradley Chavez,001-298-017-4911,Geography,97,Sara Davies,2024-11-16,Midterm
P24602,Michael Porter,569-561-7645x971,Biology,89,Krystal Welch,2024-02-13,Quiz
P24603,Megan Hall,001-840-722-8908x1884,Geography,28,Aaron Dixon,2024-08-25,Quiz
P24604,Shannon Wright,(602)567-8209x60790,Chemistry,44,Chloe Conrad,2024-12-06,Practice
P24605,Ellen Castillo,(015)659-4699x7791,Physics,79,Douglas Thompson,2024-07-31,Practice
P24701,Sean Church,(280)485-0751x200,Biology,60,Melody Osborn,2024-02-04,Final
P24702,Barbara Ramirez,205-119-8107x01149,Geography,1,Chad Rubio,2024-01-28,Final
P24703,Mrs. Nicole Brown,2382616080,Math,32,Joseph Kim,2024-12-22,Practice
P24704,Steven Reyes,616-438-3052x35945,Geography,70,Peter Walker,2024-11-19,Final
P24705,Kimberly Vazquez,(166)565-7725x935,Chemistry,9,Michael Dominguez,2024-03-29,Midterm
P24801,Mr. James Casey,702.979.4112x9324,Science,36,Hannah Gonzalez,2024-02-15,Midterm
P24802,Candace Castro DDS,339-783-9579,Geography,71,Travis Butler,2024-03-16,Midterm
P24803,Kenneth Green,742.350.4193,Math,74,Connor Butler,2024-04-22,Quiz
P24804,Barbara Mcconnell,(641)676-1648x6794,Biology,53,Kelsey Hernandez,2024-06-29,Midterm
P24805,Virginia Woods,968-826-6421x2231,Physics,76,David Palmer,2024-12-01,Practice
P24901,Christopher Whitaker,688-461-1383x673,Physics,7,Lawrence West,2024-09-28,Quiz
P24902,Felicia Ramos,9332161673,Math,33,Tyler Freeman,2024-05-11,Final
P24903,Erin Hudson,001-375-831-9936x575,Physics,75,Robert Saunders,2024-06-20,Midterm
P24904,Andre Brown,917.831.2925,History,40,Ruth Baker,2024-08-07,Quiz
P24905,Nicholas Douglas,523-168-7089,Science,13,Mrs. Michelle Hunter MD,2024-01-26,Final
P25001,Richard Jefferson,(294)366-5340,Geography,53,Jonathan Schneider,2024-11-13,Quiz
P25002,Mark Baker,157-489-2914,Physics,13,David Mcdowell,2024-12-20,Practice
P25003,Erica Johnson,840.262.8507,Science,40,Wendy Harris,2024-09-11,Practice
P25004,Eric Gibson,(508)711-4588,History,39,Cynthia Cunningham,2024-04-27,Midterm
P25005,Emma Hughes,(427)753-9761,Biology,40,David Avery,2024-01-07,Practice
P25101,Robert Peterson,+1-562-040-2057x99725,Chemistry,95,Edward Schaefer,2024-01-23,Midterm
P25102,Katie Phillips,001-932-907-4031x958,Chemistry,34,Angela Shelton,2024-01-05,Quiz
P25103,Gabriela Buchanan,448-037-7320x857,Science,82,Valerie Newton,2024-02-06,Midterm
P25104,Scott Phillips,(532)706-4773x1312,History,55,Melissa Hamilton,2024-09-15,Midterm
P25105,Vincent Miller,306-153-2228,Science,26,Clayton Myers,2024-12-21,Final
P25201,Angela Rodriguez,770-070-2993,Physics,56,Jennifer Zuniga,2024-11-19,Quiz
P25202,Angela Boyd,354-817-6638,Biology,22,John Padilla,2024-06-22,Final
P25203,Laura Edwards,+1-126-197-1760x100,Biology,90,Rodney Kline,2024-10-04,Midterm
P25204,Carrie Arroyo,406-192-8313x993,Science,45,Jennifer Flynn,2024-09-25,Quiz
P25205,Johnathan Perez,(084)339-9210x96196,History,59,Heather Smith,2024-07-24,Midterm
P25301,Joshua Craig,(077)741-4929,History,17,Kelly Ballard,2024-06-25,Final
P25302,Robert Vargas,5402589792,Geography,19,Lisa Lopez,2024-11-07,Midterm
P25303,Russell Ford,879.244.9711x70680,Math,88,David Jones,2024-10-09,Quiz
P25304,John Wu,(226)365-7728,Geography,83,Jonathan Sandoval,2024-05-13,Quiz
P25305,Lisa Blevins,001-691-146-3465x09966,History,45,Stephen Weber,2024-11-17,Midterm
P25401,Joseph Kelley,679.096.9526x102,Science,23,Hayden Wilkinson,2024-05-23,Practice
P25402,Erin Hill,+1-965-794-3194,Chemistry,71,Joshua Fowler,2024-05-19,Practice
P25403,Erika Rice,001-162-762-2655,Biology,39,Michael Ortiz,2024-03-21,Practice
P25404,David Williams,506.103.1815,Chemistry,89,Brittany Newton,2024-12-19,Final
P25405,Justin Rose,+1-548-886-6124x5225,Chemistry,38,Heidi Perez,2024-02-22,Final
P25501,Amber Henderson,091.526.7502,Physics,90,Gloria Owens,2024-06-15,Practice
P25502,Alexandra Castro,(965)908-2446,Science,13,Chelsea Friedman,2024-11-01,Quiz
P25503,Jason Gray,001-678-687-5639x818,Physics,81,Brandon Rogers,2024-05-02,Final
P25504,Kevin Juarez,001-193-031-5904x2912,Geography,7,Russell Daniel,2024-02-29,Quiz
P25505,Laura Owens,(679)405-3800,English,92,Kevin Mcgrath,2024-11-21,Practice
P25601,Jodi Cunningham,001-786-655-2998x0799,Chemistry,4,Sophia Nelson,2024-09-09,Midterm
P25602,Michael Jackson,676-804-6771x001,Geography,98,Timothy Woodard,2024-08-03,Midterm
P25603,Derek Barajas,201.705.6776,Chemistry,42,Sylvia Parks,2024-12-01,Practice
P25604,Laura Walker,499.734.5379,Biology,2,Andrew Rice,2024-04-29,Quiz
P25605,Amanda Combs,596-208-6731,Biology,23,Jason Brown,2024-05-11,Final
P25701,Edward Thomas,+1-270-213-7916,Science,21,Rebekah Hamilton,2024-01-07,Final
P25702,Tiffany Bates,540-889-7277,Science,88,Joseph Harper,2024-10-12,Midterm
P25703,Hannah Austin,291.932.3973x006,Geography,0,George Mills,2024-04-25,Midterm
P25704,Charles Watkins,(313)197-9685x80691,Biology,5,Eric Young,2024-05-01,Final
P25705,Jasmin Jenkins,792.083.9525,Biology,21,Christopher Elliott,2024-03-29,Quiz
P25801,Alvin Kelley,001-792-725-0569x32906,Math,61,Caleb Sanchez,2024-05-20,Final
P25802,Rachel Goodman,(096)035-4559,History,12,Robert Young,2024-09-28,Practice
P25803,Lisa King,+1-165-627-7965x3402,English,69,Cindy Vasquez,2024-03-06,Midterm
P25804,Randy Guzman,2159551241,Geography,55,Jennifer Smith,2024-08-24,Practice
P25805,Julia Baxter,(221)065-3296x72818,Chemistry,7,Zachary Smith,2024-01-30,Final
P25901,Justin Benson,001-202-350-1963x692,Math,37,John Daniels,2024-06-29,Midterm
P25902,Joshua Anderson,+1-295-866-9214x616,English,44,Thomas Miller,2024-03-25,Midterm
P25903,Derek Morales,(845)627-9039x74164,Geography,16,Melanie Lowe,2024-04-02,Midterm
P25904,Ricky Evans,3945436164,Science,32,Lindsay Martin,2024-07-16,Quiz
P25905,Becky Trujillo,851.015.3035x4975,History,5,Kathleen Singh,2024-07-04,Quiz
P26001,Cole Becker,(894)841-8223x046,Science,34,Krista Griffith,2024-03-24,Final
P26002,Marc Clark,(261)409-9123x44749,Geography,44,Mark Davis,2024-01-30,Practice
P26003,Ricky King,602.891.2859,Science,51,Scott Thomas,2024-06-21,Practice
P26004,Patrick Hill,(991)615-1818x310,Physics,27,James Sandoval,2024-06-21,Quiz
P26005,Olivia Knight,932-501-3292x771,Chemistry,8,Tanya Lindsey,2024-03-22,Final
P26101,Ernest Smith,(932)364-8922x4251,Physics,21,Kendra Sullivan,2024-01-27,Practice
P26102,Lauren Martinez,999-776-1965,Geography,96,William Becker,2024-11-25,Final
P26103,Jessica Evans,(488)745-4649x02360,Geography,88,Johnathan Thompson,2024-03-06,Final
P26104,Kimberly Cooper,+1-564-374-0945x89259,History,73,Shawn Spears,2024-10-09,Final
P26105,Brenda Lee,001-788-773-7194x39047,English,64,Jerome Thompson,2024-01-27,Quiz
P26201,Marie Mitchell,299.972.1551,Science,70,Mary Frank,2024-11-08,Midterm
P26202,Stacy Maynard,(596)898-8200,Math,99,Tammy Kelly,2024-03-21,Practice
P26203,Alexander Mccoy,+1-092-013-7977,Biology,26,Brian Allen,2024-02-13,Practice
P26204,Michelle Gentry,113.901.6260,Math,13,Mr. Danny Fletcher,2024-05-19,Midterm
P26205,Joseph Stokes,+1-154-923-4441,Math,27,Heather Butler,2024-04-28,Practice
P26301,Anthony Rodriguez,+1-254-777-2163x5877,English,85,Theresa Davis,2024-08-24,Quiz
P26302,Barbara Hernandez,(576)194-3022x27840,Geography,29,Patrick Morgan,2024-11-08,Midterm
P26303,Jesse Allen,331-952-1025x8582,Biology,62,Kelly Kim,2024-10-16,Practice
P26304,Gary Walls,695.525.2428,Math,86,Samantha Rodriguez,2024-04-11,Practice
P26305,Robert Cruz,690.018.7359x565,Biology,11,Erin Mccann,2024-10-15,Practice
P26401,Kristin Carrillo,496-831-2033x19015,Science,12,Tanya Price,2024-03-13,Quiz
P26402,Summer Cox,+1-771-649-7202x12905,Math,34,James Mckenzie,2024-07-07,Practice
P26403,Dan Dorsey,478-957-4072x2512,Chemistry,100,Sheri Miller MD,2024-10-28,Practice
P26404,Wendy Rogers,177-714-8906,Chemistry,19,Kelly Hardy,2024-12-24,Practice
P26405,Sarah Johnson,730.623.8822x55426,Math,78,Taylor Mullen,2024-06-04,Final
P26501,Jenna Richmond,+1-401-328-2214x3753,Chemistry,66,Jennifer Myers,2024-04-16,Final
P26502,Karen Ross,3979974667,Biology,1,Priscilla Cox,2024-01-19,Practice
P26503,Maria Lynn,548-512-7357,Chemistry,85,Todd Weber,2024-08-01,Final
P26504,Brianna Adams,593.436.3748,English,81,Natalie Barnes,2024-02-18,Quiz
P26505,Jeff Davis,(156)499-6589x12137,Biology,15,Megan Grant,2024-10-21,Final
P26601,Christian White,810-006-6559x375,Geography,76,John Bailey,2024-12-04,Midterm
P26602,Cynthia Marshall DDS,001-920-366-5078,Math,2,Angela Stark,2024-12-01,Quiz
P26603,Julie Baker DVM,+1-454-977-9929x359,History,77,Joshua Collier,2024-04-25,Final
P26604,Nicole Johnson,001-414-386-9828x1004,Physics,14,Brittney Nelson,2024-03-21,Final
P26605,Jerry Andrade,407-595-2599,English,18,Lance Strickland,2024-09-12,Midterm
P26701,Mark Hayes,559-121-1100x42740,History,94,Lisa Johnson,2024-06-02,Midterm
P26702,James Chapman,001-720-355-8897,Science,69,Shaun Bruce,2024-10-19,Midterm
P26703,Aimee Leonard,001-450-009-8871x96394,Math,71,Kelsey Petersen,2024-03-06,Midterm
P26704,Betty Richardson,001-478-092-8182x522,Biology,34,Richard Duran,2024-11-24,Practice
P26705,Seth Oconnor,317.711.7724x86137,History,20,Nicole Flores,2024-05-01,Practice
P26801,Stephanie Wallace,(385)577-7626,Biology,66,Jennifer Perez,2024-01-04,Quiz
P26802,Robert Bennett,763-971-4506x9132,Physics,5,Jason Ross,2024-12-22,Midterm
P26803,Cindy Moore,8010311018,Science,34,Amy Potter,2024-03-11,Quiz
P26804,Tracy Cohen,001-407-035-6430x6796,Geography,94,Chad Casey,2024-12-08,Quiz
P26805,Tammy Hernandez,275-730-6398x78325,Science,32,Patrick Lambert,2024-10-12,Quiz
P26901,Timothy Nelson,800-807-3139x1278,Physics,12,Andrew Trujillo,2024-05-10,Practice
P26902,Wayne Meyer,001-873-607-7352x90943,History,68,Russell Erickson,2024-08-28,Practice
P26903,Hector Ruiz,001-267-063-5156x080,English,29,Linda Nixon,2024-11-30,Midterm
P26904,Benjamin Vance,+1-122-714-0060x622,Math,58,Stacy Richardson,2024-12-10,Quiz
P26905,Elijah Welch,001-764-310-6922x49385,English,48,Mark Gilbert,2024-05-16,Midterm
P27001,Sara Medina,+1-374-291-3102,Science,34,Kathy Gentry,2024-03-29,Practice
P27002,Cindy Mitchell,+1-836-650-1972x301,Biology,66,Debbie Larsen,2024-08-07,Midterm
P27003,Shannon Clark,6917244023,Biology,71,Ricardo Brown,2024-04-01,Final
P27004,Antonio Conway,554-907-3917,Math,32,Candice Nguyen,2024-11-19,Final
P27005,Jennifer Murillo,896.576.0057x18458,Geography,15,Michael Moore,2024-02-11,Practice
P27101,Laura Mack,(260)969-6130,Physics,64,Aaron White,2024-09-16,Practice
P27102,Jason Lowe,764.673.8766,Science,52,Daniel Pierce,2024-12-22,Quiz
P27103,Patty Gonzalez,(225)340-4664,Science,0,Carrie Brewer,2024-04-26,Quiz
P27104,Leslie Elliott,+1-720-361-5077x26045,Chemistry,31,Brent Diaz,2024-01-26,Final
P27105,April Norton,(450)157-4202,Biology,31,Bruce Mercado,2024-03-12,Practice
P27201,Brandy Knight,(908)635-8798x544,Biology,54,Kristin Melton,2024-03-25,Final
P27202,Mark Jones,524-848-2393x69557,Biology,81,Joshua Harris,2024-12-19,Quiz
P27203,Nicholas Beasley,(745)525-7042x729,Biology,51,Kevin Krueger,2024-07-08,Midterm
P27204,Benjamin Carlson,195.238.7780x690,Biology,34,Jacqueline Padilla,2024-06-29,Quiz
P27205,Antonio Hester,073.982.8836x89270,Chemistry,11,Carla Jackson,2024-04-02,Quiz
P27301,Marcia Alvarez,592.416.1003,Biology,81,James Kane,2024-04-28,Quiz
P27302,Michael Fleming,001-394-073-4762x9148,Science,34,Jeffrey Fitzgerald,2024-09-18,Practice
P27303,Megan Lee,(423)922-6590x134,Science,70,Steven Castillo,2024-10-17,Practice
P27304,Brenda Cooper,355.958.1276x177,Math,47,Rachel Crawford,2024-01-29,Final
P27305,Paul Carroll,603-645-8937,Geography,39,Ashley Kline,2024-07-07,Quiz
P27401,Mrs. Amanda Pierce,(799)134-3337x890,History,13,Timothy Torres,2024-01-31,Final
P27402,Andre Miller,199.886.6977x238,Science,40,Sydney Porter,2024-02-02,Quiz
P27403,Brianna Carney,+1-274-779-7485x541,Physics,67,Michelle Mcgee,2024-01-03,Quiz
P27404,Cody Lamb,(795)517-3216x7518,Physics,60,Cory Wong,2024-04-19,Practice
P27405,Kristin Collins,284.392.8180,Physics,84,Jason Marquez,2024-06-27,Midterm
P27501,Lisa Wolfe,+1-146-779-2303x9882,English,91,Sophia Zimmerman,2024-02-19,Quiz
P27502,Kristine Johnson,(608)886-4329x67520,English,75,Amanda Frazier,2024-11-30,Practice
P27503,Joshua Vang,001-529-789-3371x23689,Math,91,Selena Kelly,2024-10-09,Final
P27504,Elizabeth Reilly,(179)554-5808x247,Geography,63,Amy Allen,2024-12-04,Final
P27505,Timothy Thompson,001-637-373-8913,Geography,36,Joel Lewis,2024-07-26,Quiz
P27601,Rebecca Allen,(062)911-1183x20629,Math,19,Terry Gordon,2024-06-30,Practice
P27602,Leslie Thomas,6295341213,Geography,60,Kevin Carter,2024-12-24,Quiz
P27603,Dorothy Blake,+1-990-411-6162x94366,English,32,Ashley Hendrix,2024-04-12,Practice
P27604,Teresa Thompson,(255)560-0280x10002,Science,95,Mitchell Norman,2024-10-25,Final
P27605,John Hampton,456.760.2485,Chemistry,12,Jose Singh,2024-11-12,Practice
P27701,Jeffery Chavez,001-308-379-0639x4039,English,25,Jacqueline Bell,2024-02-04,Midterm
P27702,Patricia Manning DDS,+1-659-965-7958x6626,Math,52,Randall Benson,2024-05-19,Practice
P27703,Ethan Soto,668.668.7127x1587,History,97,Lisa Roman,2024-02-13,Midterm
P27704,Shelly Parker,804-059-9003x43008,Science,6,Kyle Moore,2024-11-16,Final
P27705,Donald Rivera,001-435-406-1726,Physics,93,Michael Nelson,2024-08-03,Quiz
P27801,Brenda Henry,003-684-0925x9709,English,15,Patrick Pierce,2024-12-19,Practice
P27802,Elizabeth Snyder,+1-896-718-6520x54780,Biology,27,Justin Chandler,2024-06-08,Final
P27803,Suzanne Villarreal,(670)262-5038x31565,Science,79,Samantha Nichols,2024-08-03,Practice
P27804,Keith Johnson,+1-077-284-1815x005,English,16,Charles Baker,2024-10-31,Quiz
P27805,Ronald Garcia,001-783-230-3458x2455,Math,0,Makayla Thompson,2024-09-19,Final
P27901,Wendy Curry,+1-487-851-0172x1390,History,80,Clifford Cole,2024-08-26,Practice
P27902,Jacqueline Edwards,3130663237,English,52,Meghan Wright,2024-04-28,Final
P27903,Jonathan Griffin PhD,192.375.7698,History,46,Joel Gray,2024-02-07,Final
P27904,Raymond Fuller,159-320-5240,English,69,Mrs. Sierra Davis,2024-06-04,Final
P27905,Jeffery Day,406.520.3495x27042,Science,74,Michael Hernandez,2024-03-06,Midterm
P28001,Lindsay Jones,+1-994-145-7398x7402,History,36,Ryan Shaffer,2024-03-19,Practice
P28002,Jonathan Mendoza,413-552-6265,Biology,86,Heather Collins,2024-04-02,Practice
P28003,Belinda Brown,7228397385,Geography,48,Tami Smith,2024-05-05,Midterm
P28004,John Perry,574.078.9889x97316,Physics,5,James Vega,2024-06-19,Midterm
P28005,Monica Gutierrez,(819)025-3084x83704,Chemistry,34,Summer Galvan,2024-02-13,Midterm
P28101,Sharon Harris,001-587-588-4171x540,English,73,Amber Pace,2024-04-19,Final
P28102,Michelle Sanchez,777-350-7399x3404,Chemistry,18,Brian Cantu,2024-10-01,Practice
P28103,Miranda Brooks,421-738-7139x59450,Chemistry,64,Stephanie Nguyen,2024-05-23,Quiz
P28104,Brian Johnson,0876134127,History,20,Jeremiah Nelson,2024-04-23,Practice
P28105,Michael Gomez,4677074117,Physics,41,Keith Schneider,2024-01-28,Practice
P28201,David Mcclain,680-445-1895,Math,27,Matthew Cunningham,2024-09-02,Practice
P28202,Jasmine Cox,001-435-615-6101x11822,Physics,54,Carolyn Rivera,2024-02-14,Midterm
P28203,Nathan Lewis MD,001-931-523-9906x3556,Math,51,William Le,2024-12-03,Practice
P28204,Crystal Harris,318.117.9849x9468,Math,98,Shirley Bates,2024-11-25,Practice
P28205,Amber Thomas,931.256.0885x49488,Math,41,William Bean,2024-01-15,Practice
P28301,Lauren Mcclure,901-773-8701x54218,Science,27,Andrew Mullins,2024-02-29,Quiz
P28302,Mary Anderson,(859)336-1811x440,English,70,Cassandra Knight,2024-11-23,Quiz
